	species	Air_temp	Water_temp	Salinity	NH4	Silicate	PO4	NO2_NO3	Tidal_height
356	syn_5	13.3	14.2	34	7777	335.568.200	7777	7777	2.096
358	syn_5	15	15	34	0.59246255	473.112.511	0.29340584	335.872.437	3.596
359	syn_5	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427
360	syn_5	16	14.9	35	0.56071625	460.514.160	7777	0.77871442	2.764
361	syn_5	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998
362	syn_5	15.7	15	34	0.26956796	568.920.077	7777	0.62883643	2.221
364	syn_5	13	14.3	34	101.936.349	1.096.390.997	0.56482964	2.238.246.012	0.855
365	syn_5	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605
366	syn_5	15	14	34	0.72139918	682.555.397	0.32735032	224.926.414	0.872
368	syn_5	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505
369	syn_5	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673
370	syn_5	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665
371	syn_5	9	11.5	34	7777	928.442.401	0.24797953	193.721.117	2.778
372	syn_5	13.7	12.2	34	0.31245337	669.121.430	7777	149.546.708	2.946
373	syn_5	13.5	12	34	0.44648775	786.365.667	7777	157.456.749	3.232
374	syn_5	9.5	11.3	34	0.34300256	697.263.111	7777	140.486.230	3.022
375	syn_5	8.7	11.2	35	0.34792908	840.643.114	0.31871464	368.415.534	2.655
376	syn_6	27	17.5	34	7777	7777	7777	7777	2.856
378	syn_6	21	20	33	7777	7777	7777	7777	1.949
379	syn_6	26	17	34	7777	7777	7777	7777	1.594
380	syn_6	29	20	34	7777	7777	7777	7777	1.23
381	syn_6	23	15	34	7777	7777	7777	7777	1.118
382	syn_6	24	17	34	7777	7777	7777	7777	0.83
383	syn_6	23	17.5	34	7777	7777	7777	7777	0.609
384	syn_6	7777	19	33	7777	7777	7777	7777	0.46
385	syn_6	23.5	18.3	7777	0.857251761	2.337330274	0.069182486	0.625133203	0.52
386	syn_6	26.5	13.5	34	0.45992612	2.53344865	0.09660993	0.57640175	0.609
387	syn_6	28.3	11	34	0.18212627	6.61638308	7777	1.21387498	1.016
388	syn_6	25.5	7777	7777	0.86768967	7.05001699	0.33053471	2.40520795	1.601
389	syn_6	28.5	13.5	34	0.69743456	6.32002733	0.19483969	2.94348612	1.941
390	syn_6	23.5	11	34	0.75950658	5.57384693	0.20614744	1.79758424	2.479
391	syn_6	26.5	12.8	34	7777	4.10791588	7777	7777	3.13
392	syn_6	25.5	13.8	7777	0.21565437	3.99431553	0.10142842	0.31993432	2.477
393	syn_6	20.8	15.8	7777	0.26956796	3.99431553	7777	1.42315613	2.153
394	syn_6	24.3	18	34	0.86120177	2.79666094	7777	0.90450944	1.375
395	syn_6	21.5	19.8	7777	0.663421426	2.891279198	0.106077048	0.346832485	1.36
396	syn_6	23	18.5	34	1.39859995	2.11237865	7777	0.63125864	0.302
397	syn_6	26.8	18	34	0.60610945	4.21971346	7777	7777	0.3
398	syn_6	21.5	17.8	34	0.13728068	4.57914812	7777	1.47610915	0.166
399	syn_6	30.5	14.5	34	0.13651523	4.99604763	0.16272107	2.41098874	0.533
400	syn_6	21.5	16.5	34	0.52505727	3.45161568	7777	5.10852963	1.104
401	syn_6	25.5	18.8	34	0.14743555	2.76116774	7777	7777	1.851
402	syn_6	20.3	19.3	34	0.65253609	3.88623984	0.07189082	6.67253515	2.456
403	syn_6	19.5	18.8	34	0.07227133	4.24216682	7777	7.36478308	2.813
404	syn_6	7777	7777	34	7777	3.02969798	7777	1.24992589	2.996
405	syn_6	17.8	7777	34	0.27492393	4.21989787	0.05520231	7777	2.847
406	syn_6	7777	7777	32	0.47109591	5.21808205	0.28624272	1.72108027	2.833
407	syn_6	23	17.8	34	0.22274232	7.12065515	0.2551114	3.91188988	1.848
408	syn_6	21.3	17.8	34	7777	8.44858475	7777	1.24735746	1.601
409	syn_6	23	18	34	7777	7.18331736	0.07581914	0.88218234	1.54
410	syn_6	28.9	18.6	34	0.3042622	9.6138788	0.16589333	5.33803892	1.34
411	syn_6	28.3	20	34	7777	8.70254607	0.08373814	2.35319588	0.92
412	syn_6	31.8	20	34	0.40162698	8.29204861	0.15707403	1.63700583	0.816
413	syn_6	31	20.8	34	0.47165878	6.42046635	0.17623048	2.14191335	0.749
414	syn_6	24.8	16.8	34	0.57099117	8.13923172	0.1207861	0.78493458	1.556
415	syn_6	22.8	16	34	1.3294906	9.55889026	0.22767358	2.85282762	2.279
416	syn_6	24.5	15.3	34	7777	9.81178629	7777	7777	2.988
417	syn_6	22.3	15.3	7777	0.22017042	7.85634114	0.2110399	2.07571329	3.232
418	syn_6	24.5	14	35	0.44662338	9.79259867	0.4957588	6.28316885	3.544
419	syn_6	22	16	34	7777	3.62048097	7777	7777	3.225
420	syn_6	18.3	14.5	34	0.13557029	9.17461814	0.20596462	11.97060512	2.311
421	syn_6	16.6	15.3	34	0.73863394	4.09706819	7777	2.22328082	0.908
422	syn_6	18.3	16	34	7777	2.1538272	7777	1.26792339	0.717
423	syn_6	21.3	16.2	34	0.20511208	5.66787229	7777	8.75177184	0.43
424	syn_6	21.3	16.2	34	0.20511208	5.66787229	7777	8.75177184	0.43
425	syn_6	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021
426	syn_6	15.8	15	7777	0.645455514	8.220016333	0.188656596	3.358025986	1.842
427	syn_6	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776
428	syn_6	19.3	16	34	0.516553675	5.138416332	0.116435804	0.92503873	2.504
429	syn_6	17	16.5	34	7777	2.47836526	7777	7777	2.902
430	syn_6	16.8	16.3	35	7777	4.55118337	7777	0.80323694	2.907
431	syn_6	24.5	16.1	34	0.12065417	5.68874843	7777	0.9802817	2.61
432	syn_6	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512
433	syn_6	23	15.8	35	0.103145444	3.432459875	0.081593557	0.369492772	2.636
434	syn_6	24.5	15.4	34	7777	388.553.437	0.1362162	1.380.458.067	2.506
435	syn_6	19.5	15.6	34	7777	368.516.943	7777	0.39649923	1.56
436	syn_6	23.4	15.8	7777	0.64088392	314.520.666	0.08225597	0.20502392	0.859
437	syn_6	24	13.6	34	7777	929.448.892	0.35865647	479.394.157	0.767
438	syn_6	16.5	15	37	0.45541467	747.316.924	7777	340.940.811	0.687
439	syn_6	12.8	14.8	35	7777	560.788.915	0.22233358	194.980.151	1.902
440	syn_6	15	15	34	0.59246255	473.112.511	0.29340584	335.872.437	3.596
441	syn_6	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427
442	syn_6	16	14.9	35	0.56071625	460.514.160	7777	0.77871442	2.764
443	syn_6	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998
444	syn_6	15.7	15	34	0.26956796	568.920.077	7777	0.62883643	2.221
446	syn_6	13	14.3	34	101.936.349	1.096.390.997	0.56482964	2.238.246.012	0.855
447	syn_6	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505
448	syn_6	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673
449	syn_6	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665
450	syn_6	9	11.5	34	7777	928.442.401	0.24797953	193.721.117	2.778
451	syn_6	13.7	12.2	34	0.31245337	669.121.430	7777	149.546.708	2.946
452	syn_6	13.5	12	34	0.44648775	786.365.667	7777	157.456.749	3.232
453	syn_6	9.5	11.3	34	0.34300256	697.263.111	7777	140.486.230	3.022
454	syn_6	8.7	11.2	35	0.34792908	840.643.114	0.31871464	368.415.534	2.655
455	syn_7	25.5	13.8	7777	0.21565437	3.99431553	0.10142842	0.31993432	2.477
456	syn_7	30.5	14.5	34	0.13651523	4.99604763	0.16272107	2.41098874	0.533
457	syn_7	21.3	16.2	34	0.20511208	5.66787229	7777	8.75177184	0.43
458	syn_7	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021
459	syn_7	15.8	15	7777	0.645455514	8.220016333	0.188656596	3.358025986	1.842
460	syn_7	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776
461	syn_7	17	16.5	34	7777	2.47836526	7777	7777	2.902
462	syn_7	16.8	16.3	35	7777	4.55118337	7777	0.80323694	2.907
463	syn_7	24.5	16.1	34	0.12065417	5.68874843	7777	0.9802817	2.61
464	syn_7	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512
465	syn_7	23	15.8	35	0.103145444	3.432459875	0.081593557	0.369492772	2.636
466	syn_7	24.5	15.4	34	7777	388.553.437	0.1362162	1.380.458.067	2.506
467	syn_7	19.5	15.6	34	7777	368.516.943	7777	0.39649923	1.56
468	syn_7	16	16.1	34	7777	192.760.767	7777	0.64420558	1.417
469	syn_7	23.5	16.1	34	7777	308.472.192	0.06192189	0.2512548	1.629
470	syn_7	23.4	15.8	7777	0.64088392	314.520.666	0.08225597	0.20502392	0.859
471	syn_7	20.5	16.6	34	7777	491.676.702	7777	398.961.658	0.7
472	syn_7	24	13.6	34	7777	929.448.892	0.35865647	479.394.157	0.767
473	syn_7	16.5	15	37	0.45541467	747.316.924	7777	340.940.811	0.687
474	syn_7	12.8	14.8	35	7777	560.788.915	0.22233358	194.980.151	1.902
475	syn_7	13.3	14.2	34	7777	335.568.200	7777	7777	2.096
477	syn_7	15	15	34	0.59246255	473.112.511	0.29340584	335.872.437	3.596
478	syn_7	16	14.9	35	0.56071625	460.514.160	7777	0.77871442	2.764
479	syn_7	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998
480	syn_7	15.7	15	34	0.26956796	568.920.077	7777	0.62883643	2.221
482	syn_7	13	14.3	34	101.936.349	1.096.390.997	0.56482964	2.238.246.012	0.855
483	syn_7	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605
484	syn_7	15	14	34	0.72139918	682.555.397	0.32735032	224.926.414	0.872
486	syn_7	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505
487	syn_7	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673
488	syn_7	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665
489	syn_7	9	11.5	34	7777	928.442.401	0.24797953	193.721.117	2.778
490	syn_7	13.7	12.2	34	0.31245337	669.121.430	7777	149.546.708	2.946
491	syn_7	9.5	11.3	34	0.34300256	697.263.111	7777	140.486.230	3.022
492	syn_8	27	17.5	34	7777	7777	7777	7777	2.856
493	syn_8	21	20	33	7777	7777	7777	7777	1.949
494	syn_8	26	17	34	7777	7777	7777	7777	1.594
495	syn_8	29	20	34	7777	7777	7777	7777	1.23
496	syn_8	23	15	34	7777	7777	7777	7777	1.118
497	syn_8	24	17	34	7777	7777	7777	7777	0.83
498	syn_8	23	17.5	34	7777	7777	7777	7777	0.609
499	syn_8	7777	19	33	7777	7777	7777	7777	0.46
500	syn_8	23.5	18.3	7777	0.857251761	2.337330274	0.069182486	0.625133203	0.52
501	syn_8	26.5	13.5	34	0.45992612	2.53344865	0.09660993	0.57640175	0.609
502	syn_8	28.3	11	34	0.18212627	6.61638308	7777	1.21387498	1.016
503	syn_8	25.5	7777	7777	0.86768967	7.05001699	0.33053471	2.40520795	1.601
504	syn_8	28.5	13.5	34	0.69743456	6.32002733	0.19483969	2.94348612	1.941
505	syn_8	23.5	11	34	0.75950658	5.57384693	0.20614744	1.79758424	2.479
506	syn_8	26.5	11	34	0.37917359	4.44770123	0.24337135	1.75748877	2.899
