	species	Day 	Air_temp	Water_temp	Salinity	NH4	Silicate	PO4	NO2_NO3	Tidal_height			
323	syn_5 	241	28.9	18.6	34	0.3042622	9.6138788	0.16589333	5.33803892	1.34			
324	syn_5 	242	28.3	20	34	NA	8.70254607	0.08373814	2.35319588	0.92			
325	syn_5 	243	31.8	20	34	0.40162698	8.29204861	0.15707403	1.63700583	0.816			
326	syn_5 	244	27.5	20	NA	0.67201408	8.38006167	NA	1.26698903	0.707			
327	syn_5 	245	31	20.8	34	0.47165878	6.42046635	0.17623048	2.14191335	0.749			
328	syn_5 	246	24.8	16.8	34	0.57099117	8.13923172	0.1207861	0.78493458	1.556			
329	syn_5 	248	22.8	16	34	1.3294906	9.55889026	0.22767358	2.85282762	2.279			
330	syn_5 	249	24.5	15.3	34	NA	9.81178629	NA	NA	2.988			
331	syn_5 	250	22.3	15.3	NA	0.22017042	7.85634114	0.2110399	2.07571329	3.232			
332	syn_5 	251	24.5	14	35	0.44662338	9.79259867	0.4957588	6.28316885	3.544			
333	syn_5 	252	22	16	34	NA	3.62048097	NA	NA	3.225			
334	syn_5 	253	18.3	14.5	34	0.13557029	9.17461814	0.20596462	11.97060512	2.311			
335	syn_5 	255	16.6	15.3	34	0.73863394	4.09706819	NA	2.22328082	0.908			
336	syn_5 	256	18.3	16	34	NA	2.1538272	NA	1.26792339	0.717			
337	syn_5 	257	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
338	syn_5 	258	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
339	syn_5 	259	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021			
340	syn_5 	260	15.8	15	NA	0.645455514	8.220016333	0.188656596	3.358025986	1.842			
341	syn_5 	261	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776			
342	syn_5 	262	19.3	16	34	0.516553675	5.138416332	0.116435804	0.92503873	2.504			
343	syn_5 	263	17	16.5	34	NA	2.47836526	NA	NA	2.902			
344	syn_5 	264	16.8	16.3	35	NA	4.55118337	NA	0.80323694	2.907			
345	syn_5 	265	24.5	16.1	34	0.12065417	5.68874843	NA	0.9802817	2.61			
346	syn_5 	266	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512			
347	syn_5 	267											
348	syn_5 	268	24.5	15.4	34	NA	388.553.437	0.1362162	1.380.458.067	2.506			
349	syn_5 	269	19.5	15.6	34	NA	368.516.943	NA	0.39649923	1.56			
350	syn_5 	270	16	16.1	34	NA	192.760.767	NA	0.64420558	1.417			
351	syn_5 	272	23.4	15.8	NA	0.64088392	314.520.666	0.08225597	0.20502392	0.859			
352	syn_5 	273	20.5	16.6	34	NA	491.676.702	NA	398.961.658	0.7			
353	syn_5 	274	24	13.6	34	NA	929.448.892	0.35865647	479.394.157	0.767			
354	syn_5 	275	16.5	15	37	0.45541467	747.316.924	NA	340.940.811	0.687			
355	syn_5 	276	12.8	14.8	35	NA	560.788.915	0.22233358	194.980.151	1.902			
356	syn_5 	277	13.3	14.2	34	NA	335.568.200	NA	NA	2.096			
357	syn_5 	278											
358	syn_5 	279	15	15	34	0.59246255	473.112.511	0.29340584	335.872.437	3.596			
359	syn_5 	280	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427			
360	syn_5 	281	16	14.9	35	0.56071625	460.514.160	NA	0.77871442	2.764			
361	syn_5 	282	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998			
362	syn_5 	283	15.7	15	34	0.26956796	568.920.077	NA	0.62883643	2.221			
363	syn_5 	284											
364	syn_5 	285	13	14.3	34	101.936.349	1.096.390.997	0.56482964	2.238.246.012	0.855			
365	syn_5 	286	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605			
366	syn_5 	287	15	14	34	0.72139918	682.555.397	0.32735032	224.926.414	0.872			
367	syn_5 	288											
368	syn_5 	289	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505			
369	syn_5 	290	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673			
370	syn_5 	291	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665			
371	syn_5 	292	9	11.5	34	NA	928.442.401	0.24797953	193.721.117	2.778			
372	syn_5 	293	13.7	12.2	34	0.31245337	669.121.430	NA	149.546.708	2.946			
373	syn_5 	294	13.5	12	34	0.44648775	786.365.667	NA	157.456.749	3.232			
374	syn_5 	295	9.5	11.3	34	0.34300256	697.263.111	NA	140.486.230	3.022			
375	syn_5 	296	8.7	11.2	35	0.34792908	840.643.114	0.31871464	368.415.534	2.655			
376	syn_6 	205	27	17.5	34	NA	NA	NA	NA	2.856			
377	syn_6 	206	NA	NA	NA	NA	NA	NA	NA	2.605			
378	syn_6 	207	21	20	33	NA	NA	NA	NA	1.949			
379	syn_6 	208	26	17	34	NA	NA	NA	NA	1.594			
380	syn_6 	209	29	20	34	NA	NA	NA	NA	1.23			
381	syn_6 	210	23	15	34	NA	NA	NA	NA	1.118			
382	syn_6 	211	24	17	34	NA	NA	NA	NA	0.83			
383	syn_6 	212	23	17.5	34	NA	NA	NA	NA	0.609			
384	syn_6 	213	NA	19	33	NA	NA	NA	NA	0.46			
385	syn_6 	214	23.5	18.3	NA	0.857251761	2.337330274	0.069182486	0.625133203	0.52			
386	syn_6 	215	26.5	13.5	34	0.45992612	2.53344865	0.09660993	0.57640175	0.609			
387	syn_6 	216	28.3	11	34	0.18212627	6.61638308	NA	1.21387498	1.016			
388	syn_6 	217	25.5	NA	NA	0.86768967	7.05001699	0.33053471	2.40520795	1.601			
389	syn_6 	218	28.5	13.5	34	0.69743456	6.32002733	0.19483969	2.94348612	1.941			
390	syn_6 	219	23.5	11	34	0.75950658	5.57384693	0.20614744	1.79758424	2.479			
391	syn_6 	221	26.5	12.8	34	NA	4.10791588	NA	NA	3.13			
392	syn_6 	222	25.5	13.8	NA	0.21565437	3.99431553	0.10142842	0.31993432	2.477			
393	syn_6 	223	20.8	15.8	NA	0.26956796	3.99431553	NA	1.42315613	2.153			
394	syn_6 	224	24.3	18	34	0.86120177	2.79666094	NA	0.90450944	1.375			
395	syn_6 	225	21.5	19.8	NA	0.663421426	2.891279198	0.106077048	0.346832485	1.36			
396	syn_6 	226	23	18.5	34	1.39859995	2.11237865	NA	0.63125864	0.302			
397	syn_6 	227	26.8	18	34	0.60610945	4.21971346	NA	NA	0.3			
398	syn_6 	228	21.5	17.8	34	0.13728068	4.57914812	NA	1.47610915	0.166			
399	syn_6 	229	30.5	14.5	34	0.13651523	4.99604763	0.16272107	2.41098874	0.533			
400	syn_6 	230	21.5	16.5	34	0.52505727	3.45161568	NA	5.10852963	1.104			
401	syn_6 	231	25.5	18.8	34	0.14743555	2.76116774	NA	NA	1.851			
402	syn_6 	233	20.3	19.3	34	0.65253609	3.88623984	0.07189082	6.67253515	2.456			
403	syn_6 	234	19.5	18.8	34	0.07227133	4.24216682	NA	7.36478308	2.813			
404	syn_6 	235	NA	NA	34	NA	3.02969798	NA	1.24992589	2.996			
405	syn_6 	236	17.8	NA	34	0.27492393	4.21989787	0.05520231	NA	2.847			
406	syn_6 	237	NA	NA	32	0.47109591	5.21808205	0.28624272	1.72108027	2.833			
407	syn_6 	238	23	17.8	34	0.22274232	7.12065515	0.2551114	3.91188988	1.848			
408	syn_6 	239	21.3	17.8	34	NA	8.44858475	NA	1.24735746	1.601			
409	syn_6 	240	23	18	34	NA	7.18331736	0.07581914	0.88218234	1.54			
410	syn_6 	241	28.9	18.6	34	0.3042622	9.6138788	0.16589333	5.33803892	1.34			
411	syn_6 	242	28.3	20	34	NA	8.70254607	0.08373814	2.35319588	0.92			
412	syn_6 	243	31.8	20	34	0.40162698	8.29204861	0.15707403	1.63700583	0.816			
413	syn_6 	245	31	20.8	34	0.47165878	6.42046635	0.17623048	2.14191335	0.749			
414	syn_6 	246	24.8	16.8	34	0.57099117	8.13923172	0.1207861	0.78493458	1.556			
415	syn_6 	248	22.8	16	34	1.3294906	9.55889026	0.22767358	2.85282762	2.279			
416	syn_6 	249	24.5	15.3	34	NA	9.81178629	NA	NA	2.988			
417	syn_6 	250	22.3	15.3	NA	0.22017042	7.85634114	0.2110399	2.07571329	3.232			
418	syn_6 	251	24.5	14	35	0.44662338	9.79259867	0.4957588	6.28316885	3.544			
419	syn_6 	252	22	16	34	NA	3.62048097	NA	NA	3.225			
420	syn_6 	253	18.3	14.5	34	0.13557029	9.17461814	0.20596462	11.97060512	2.311			
421	syn_6 	255	16.6	15.3	34	0.73863394	4.09706819	NA	2.22328082	0.908			
422	syn_6 	256	18.3	16	34	NA	2.1538272	NA	1.26792339	0.717			
423	syn_6 	257	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
424	syn_6 	258	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
425	syn_6 	259	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021			
426	syn_6 	260	15.8	15	NA	0.645455514	8.220016333	0.188656596	3.358025986	1.842			
427	syn_6 	261	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776			
428	syn_6 	262	19.3	16	34	0.516553675	5.138416332	0.116435804	0.92503873	2.504			
429	syn_6 	263	17	16.5	34	NA	2.47836526	NA	NA	2.902			
430	syn_6 	264	16.8	16.3	35	NA	4.55118337	NA	0.80323694	2.907			
431	syn_6 	265	24.5	16.1	34	0.12065417	5.68874843	NA	0.9802817	2.61			
432	syn_6 	266	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512			
433	syn_6 	267	23	15.8	35	0.103145444	3.432459875	0.081593557	0.369492772	2.636			
434	syn_6 	268	24.5	15.4	34	NA	388.553.437	0.1362162	1.380.458.067	2.506			
435	syn_6 	269	19.5	15.6	34	NA	368.516.943	NA	0.39649923	1.56			
436	syn_6 	272	23.4	15.8	NA	0.64088392	314.520.666	0.08225597	0.20502392	0.859			
437	syn_6 	274	24	13.6	34	NA	929.448.892	0.35865647	479.394.157	0.767			
438	syn_6 	275	16.5	15	37	0.45541467	747.316.924	NA	340.940.811	0.687			
439	syn_6 	276	12.8	14.8	35	NA	560.788.915	0.22233358	194.980.151	1.902			
440	syn_6 	279	15	15	34	0.59246255	473.112.511	0.29340584	335.872.437	3.596			
441	syn_6 	280	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427			
442	syn_6 	281	16	14.9	35	0.56071625	460.514.160	NA	0.77871442	2.764			
443	syn_6 	282	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998			
444	syn_6 	283	15.7	15	34	0.26956796	568.920.077	NA	0.62883643	2.221			
445	syn_6 	284											
446	syn_6 	285	13	14.3	34	101.936.349	1.096.390.997	0.56482964	2.238.246.012	0.855			
447	syn_6 	289	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505			
448	syn_6 	290	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673			
449	syn_6 	291	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665			
450	syn_6 	292	9	11.5	34	NA	928.442.401	0.24797953	193.721.117	2.778			
451	syn_6 	293	13.7	12.2	34	0.31245337	669.121.430	NA	149.546.708	2.946			
452	syn_6 	294	13.5	12	34	0.44648775	786.365.667	NA	157.456.749	3.232			
453	syn_6 	295	9.5	11.3	34	0.34300256	697.263.111	NA	140.486.230	3.022			
454	syn_6 	296	8.7	11.2	35	0.34792908	840.643.114	0.31871464	368.415.534	2.655			
455	syn_7 	222	25.5	13.8	NA	0.21565437	3.99431553	0.10142842	0.31993432	2.477			
456	syn_7 	229	30.5	14.5	34	0.13651523	4.99604763	0.16272107	2.41098874	0.533			
457	syn_7 	258	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
458	syn_7 	259	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021			
459	syn_7 	260	15.8	15	NA	0.645455514	8.220016333	0.188656596	3.358025986	1.842			
460	syn_7 	261	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776			
461	syn_7 	263	17	16.5	34	NA	2.47836526	NA	NA	2.902			
462	syn_7 	264	16.8	16.3	35	NA	4.55118337	NA	0.80323694	2.907			
463	syn_7 	265	24.5	16.1	34	0.12065417	5.68874843	NA	0.9802817	2.61			
464	syn_7 	266	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512			
465	syn_7 	267	23	15.8	35	0.103145444	3.432459875	0.081593557	0.369492772	2.636			
466	syn_7 	268	24.5	15.4	34	NA	388.553.437	0.1362162	1.380.458.067	2.506			
467	syn_7 	269	19.5	15.6	34	NA	368.516.943	NA	0.39649923	1.56			
468	syn_7 	270	16	16.1	34	NA	192.760.767	NA	0.64420558	1.417			
469	syn_7 	271	23.5	16.1	34	NA	308.472.192	0.06192189	0.2512548	1.629			
470	syn_7 	272	23.4	15.8	NA	0.64088392	314.520.666	0.08225597	0.20502392	0.859			
471	syn_7 	273	20.5	16.6	34	NA	491.676.702	NA	398.961.658	0.7			
472	syn_7 	274	24	13.6	34	NA	929.448.892	0.35865647	479.394.157	0.767			
473	syn_7 	275	16.5	15	37	0.45541467	747.316.924	NA	340.940.811	0.687			
474	syn_7 	276	12.8	14.8	35	NA	560.788.915	0.22233358	194.980.151	1.902			
475	syn_7 	277	13.3	14.2	34	NA	335.568.200	NA	NA	2.096			
476	syn_7 	278											
477	syn_7 	279	15	15	34	0.59246255	473.112.511	0.29340584	335.872.437	3.596			
478	syn_7 	281	16	14.9	35	0.56071625	460.514.160	NA	0.77871442	2.764			
479	syn_7 	282	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998			
480	syn_7 	283	15.7	15	34	0.26956796	568.920.077	NA	0.62883643	2.221			
481	syn_7 	284											
482	syn_7 	285	13	14.3	34	101.936.349	1.096.390.997	0.56482964	2.238.246.012	0.855			
483	syn_7 	286	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605			
484	syn_7 	287	15	14	34	0.72139918	682.555.397	0.32735032	224.926.414	0.872			
485	syn_7 	288											
486	syn_7 	289	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505			
487	syn_7 	290	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673			
488	syn_7 	291	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665			
489	syn_7 	292	9	11.5	34	NA	928.442.401	0.24797953	193.721.117	2.778			
490	syn_7 	293	13.7	12.2	34	0.31245337	669.121.430	NA	149.546.708	2.946			
491	syn_7 	295	9.5	11.3	34	0.34300256	697.263.111	NA	140.486.230	3.022			
492	syn_8	205	27	17.5	34	NA	NA	NA	NA	2.856			
493	syn_8	207	21	20	33	NA	NA	NA	NA	1.949			
494	syn_8	208	26	17	34	NA	NA	NA	NA	1.594			
495	syn_8	209	29	20	34	NA	NA	NA	NA	1.23			
496	syn_8	210	23	15	34	NA	NA	NA	NA	1.118			
497	syn_8	211	24	17	34	NA	NA	NA	NA	0.83			
498	syn_8	212	23	17.5	34	NA	NA	NA	NA	0.609			
499	syn_8	213	NA	19	33	NA	NA	NA	NA	0.46			
500	syn_8	214	23.5	18.3	NA	0.857251761	2.337330274	0.069182486	0.625133203	0.52			
501	syn_8	215	26.5	13.5	34	0.45992612	2.53344865	0.09660993	0.57640175	0.609			
502	syn_8	216	28.3	11	34	0.18212627	6.61638308	NA	1.21387498	1.016			
503	syn_8	217	25.5	NA	NA	0.86768967	7.05001699	0.33053471	2.40520795	1.601			
504	syn_8	218	28.5	13.5	34	0.69743456	6.32002733	0.19483969	2.94348612	1.941			
505	syn_8	219	23.5	11	34	0.75950658	5.57384693	0.20614744	1.79758424	2.479			
506	syn_8	220	26.5	11	34	0.37917359	4.44770123	0.24337135	1.75748877	2.899			
507	syn_8	221	26.5	12.8	34	NA	4.10791588	NA	NA	3.13			
508	syn_8	222	25.5	13.8	NA	0.21565437	3.99431553	0.10142842	0.31993432	2.477			
509	syn_8	223	20.8	15.8	NA	0.26956796	3.99431553	NA	1.42315613	2.153			
510	syn_8	224	24.3	18	34	0.86120177	2.79666094	NA	0.90450944	1.375			
511	syn_8	225	21.5	19.8	NA	0.663421426	2.891279198	0.106077048	0.346832485	1.36			
512	syn_8	226	23	18.5	34	1.39859995	2.11237865	NA	0.63125864	0.302			
513	syn_8	227	26.8	18	34	0.60610945	4.21971346	NA	NA	0.3			
514	syn_8	228	21.5	17.8	34	0.13728068	4.57914812	NA	1.47610915	0.166			
515	syn_8	229	30.5	14.5	34	0.13651523	4.99604763	0.16272107	2.41098874	0.533			
516	syn_8	230	21.5	16.5	34	0.52505727	3.45161568	NA	5.10852963	1.104			
517	syn_8	231	25.5	18.8	34	0.14743555	2.76116774	NA	NA	1.851			
518	syn_8	233	20.3	19.3	34	0.65253609	3.88623984	0.07189082	6.67253515	2.456			
519	syn_8	234	19.5	18.8	34	0.07227133	4.24216682	NA	7.36478308	2.813			
520	syn_8	235	NA	NA	34	NA	3.02969798	NA	1.24992589	2.996			
521	syn_8	236	17.8	NA	34	0.27492393	4.21989787	0.05520231	NA	2.847			
522	syn_8	237	NA	NA	32	0.47109591	5.21808205	0.28624272	1.72108027	2.833			
523	syn_8	238	23	17.8	34	0.22274232	7.12065515	0.2551114	3.91188988	1.848			
524	syn_8	239	21.3	17.8	34	NA	8.44858475	NA	1.24735746	1.601			
525	syn_8	240	23	18	34	NA	7.18331736	0.07581914	0.88218234	1.54			
526	syn_8	242	28.3	20	34	NA	8.70254607	0.08373814	2.35319588	0.92			
527	syn_8	244	27.5	20	NA	0.67201408	8.38006167	NA	1.26698903	0.707			
528	syn_8	246	24.8	16.8	34	0.57099117	8.13923172	0.1207861	0.78493458	1.556			
529	syn_8	248	22.8	16	34	1.3294906	9.55889026	0.22767358	2.85282762	2.279			
530	syn_8	249	24.5	15.3	34	NA	9.81178629	NA	NA	2.988			
531	syn_8	250	22.3	15.3	NA	0.22017042	7.85634114	0.2110399	2.07571329	3.232			
532	syn_8	252	22	16	34	NA	3.62048097	NA	NA	3.225			
533	syn_8	253	18.3	14.5	34	0.13557029	9.17461814	0.20596462	11.97060512	2.311			
534	syn_8	255	16.6	15.3	34	0.73863394	4.09706819	NA	2.22328082	0.908			
535	syn_8	256	18.3	16	34	NA	2.1538272	NA	1.26792339	0.717			
536	syn_8	257	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
537	syn_8	258	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
538	syn_8	259	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021			
539	syn_8	260	15.8	15	NA	0.645455514	8.220016333	0.188656596	3.358025986	1.842			
540	syn_8	261	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776			
541	syn_8	262	19.3	16	34	0.516553675	5.138416332	0.116435804	0.92503873	2.504			
542	syn_8	263	17	16.5	34	NA	2.47836526	NA	NA	2.902			
543	syn_8	264	16.8	16.3	35	NA	4.55118337	NA	0.80323694	2.907			
544	syn_8	265	24.5	16.1	34	0.12065417	5.68874843	NA	0.9802817	2.61			
545	syn_8	266	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512			
546	syn_8	267	23	15.8	35	0.103145444	3.432459875	0.081593557	0.369492772	2.636			
547	syn_8	268	24.5	15.4	34	NA	388.553.437	0.1362162	1.380.458.067	2.506			
548	syn_8	269	19.5	15.6	34	NA	368.516.943	NA	0.39649923	1.56			
549	syn_8	270	16	16.1	34	NA	192.760.767	NA	0.64420558	1.417			
550	syn_8	271	23.5	16.1	34	NA	308.472.192	0.06192189	0.2512548	1.629			
551	syn_8	272	23.4	15.8	NA	0.64088392	314.520.666	0.08225597	0.20502392	0.859			
552	syn_8	273	20.5	16.6	34	NA	491.676.702	NA	398.961.658	0.7			
553	syn_8	275	16.5	15	37	0.45541467	747.316.924	NA	340.940.811	0.687			
554	syn_8	276	12.8	14.8	35	NA	560.788.915	0.22233358	194.980.151	1.902			
555	syn_8	277	13.3	14.2	34	NA	335.568.200	NA	NA	2.096			
556	syn_8	278											
557	syn_8	279	15	15	34	0.59246255	473.112.511	0.29340584	335.872.437	3.596			
558	syn_8	280	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427			
559	syn_8	281	16	14.9	35	0.56071625	460.514.160	NA	0.77871442	2.764			
560	syn_8	282	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998			
561	syn_8	284											
562	syn_8	285	13	14.3	34	101.936.349	1.096.390.997	0.56482964	2.238.246.012	0.855			
563	syn_8	286	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605			
564	syn_8	289	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505			
565	syn_9	248	22.8	16	34	1.3294906	9.55889026	0.22767358	2.85282762	2.279			
566	syn_9	249	24.5	15.3	34	NA	9.81178629	NA	NA	2.988			
567	syn_9	255	16.6	15.3	34	0.73863394	4.09706819	NA	2.22328082	0.908			
568	syn_9	256	18.3	16	34	NA	2.1538272	NA	1.26792339	0.717			
569	syn_9	257	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
570	syn_9	259	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021			
571	syn_9	260	15.8	15	NA	0.645455514	8.220016333	0.188656596	3.358025986	1.842			
572	syn_9	261	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776			
573	syn_9	263	17	16.5	34	NA	2.47836526	NA	NA	2.902			
574	syn_9	265	24.5	16.1	34	0.12065417	5.68874843	NA	0.9802817	2.61			
575	syn_9	266	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512			
576	syn_9	267	23	15.8	35	0.103145444	3.432459875	0.081593557	0.369492772	2.636			
577	syn_9	274	24	13.6	34	NA	929.448.892	0.35865647	479.394.157	0.767			
578	syn_9	275	16.5	15	37	0.45541467	747.316.924	NA	340.940.811	0.687			
579	syn_9	276	12.8	14.8	35	NA	560.788.915	0.22233358	194.980.151	1.902			
580	syn_9	277	13.3	14.2	34	NA	335.568.200	NA	NA	2.096			
581	syn_9	278											
582	syn_9	279	15	15	34	0.59246255	473.112.511	0.29340584	335.872.437	3.596			
583	syn_9	280	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427			
584	syn_9	281	16	14.9	35	0.56071625	460.514.160	NA	0.77871442	2.764			
585	syn_9	282	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998			
586	syn_9	283	15.7	15	34	0.26956796	568.920.077	NA	0.62883643	2.221			
587	syn_9	284											
588	syn_9	285	13	14.3	34	101.936.349	1.096.390.997	0.56482964	2.238.246.012	0.855			
589	syn_9	286	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605			
590	syn_9	287	15	14	34	0.72139918	682.555.397	0.32735032	224.926.414	0.872			
591	syn_9	288											
592	syn_9	289	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505			
593	syn_9	290	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673			
594	syn_9	291	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665			
595	syn_9	292	9	11.5	34	NA	928.442.401	0.24797953	193.721.117	2.778			
596	syn_9	293	13.7	12.2	34	0.31245337	669.121.430	NA	149.546.708	2.946			
597	syn_9	294	13.5	12	34	0.44648775	786.365.667	NA	157.456.749	3.232			
598	syn_9	295	9.5	11.3	34	0.34300256	697.263.111	NA	140.486.230	3.022			
599	syn_9	296	8.7	11.2	35	0.34792908	840.643.114	0.31871464	368.415.534	2.655			
600	syn_10	225	21.5	19.8	NA	0.663421426	2.891279198	0.106077048	0.346832485	1.36			
601	syn_10	226	23	18.5	34	1.39859995	2.11237865	NA	0.63125864	0.302			
602	syn_10	227	26.8	18	34	0.60610945	4.21971346	NA	NA	0.3			
603	syn_10	228	21.5	17.8	34	0.13728068	4.57914812	NA	1.47610915	0.166			
604	syn_10	229	30.5	14.5	34	0.13651523	4.99604763	0.16272107	2.41098874	0.533			
605	syn_10	230	21.5	16.5	34	0.52505727	3.45161568	NA	5.10852963	1.104			
606	syn_10	231	25.5	18.8	34	0.14743555	2.76116774	NA	NA	1.851			
607	syn_10	233	20.3	19.3	34	0.65253609	3.88623984	0.07189082	6.67253515	2.456			
608	syn_10	234	19.5	18.8	34	0.07227133	4.24216682	NA	7.36478308	2.813			
609	syn_10	235	NA	NA	34	NA	3.02969798	NA	1.24992589	2.996			
610	syn_10	236	17.8	NA	34	0.27492393	4.21989787	0.05520231	NA	2.847			
611	syn_10	237	NA	NA	32	0.47109591	5.21808205	0.28624272	1.72108027	2.833			
612	syn_10	238	23	17.8	34	0.22274232	7.12065515	0.2551114	3.91188988	1.848			
613	syn_10	239	21.3	17.8	34	NA	8.44858475	NA	1.24735746	1.601			
614	syn_10	240	23	18	34	NA	7.18331736	0.07581914	0.88218234	1.54			
615	syn_10	241	28.9	18.6	34	0.3042622	9.6138788	0.16589333	5.33803892	1.34			
616	syn_10	242	28.3	20	34	NA	8.70254607	0.08373814	2.35319588	0.92			
617	syn_10	243	31.8	20	34	0.40162698	8.29204861	0.15707403	1.63700583	0.816			
618	syn_10	244	27.5	20	NA	0.67201408	8.38006167	NA	1.26698903	0.707			
619	syn_10	245	31	20.8	34	0.47165878	6.42046635	0.17623048	2.14191335	0.749			
620	syn_10	246	24.8	16.8	34	0.57099117	8.13923172	0.1207861	0.78493458	1.556			
621	syn_10	248	22.8	16	34	1.3294906	9.55889026	0.22767358	2.85282762	2.279			
622	syn_10	249	24.5	15.3	34	NA	9.81178629	NA	NA	2.988			
623	syn_10	250	22.3	15.3	NA	0.22017042	7.85634114	0.2110399	2.07571329	3.232			
624	syn_10	251	24.5	14	35	0.44662338	9.79259867	0.4957588	6.28316885	3.544			
625	syn_10	252	22	16	34	NA	3.62048097	NA	NA	3.225			
626	syn_10	253	18.3	14.5	34	0.13557029	9.17461814	0.20596462	11.97060512	2.311			
627	syn_10	255	16.6	15.3	34	0.73863394	4.09706819	NA	2.22328082	0.908			
628	syn_10	256	18.3	16	34	NA	2.1538272	NA	1.26792339	0.717			
629	syn_10	257	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
630	syn_10	258	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
631	syn_10	259	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021			
632	syn_10	260	15.8	15	NA	0.645455514	8.220016333	0.188656596	3.358025986	1.842			
633	syn_10	261	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776			
634	syn_10	262	19.3	16	34	0.516553675	5.138416332	0.116435804	0.92503873	2.504			
635	syn_10	263	17	16.5	34	NA	2.47836526	NA	NA	2.902			
636	syn_10	264	16.8	16.3	35	NA	4.55118337	NA	0.80323694	2.907			
637	syn_10	265	24.5	16.1	34	0.12065417	5.68874843	NA	0.9802817	2.61			
638	syn_10	266	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512			
639	syn_10	267	23	15.8	35	0.103145444	3.432459875	0.081593557	0.369492772	2.636			
640	syn_10	268	24.5	15.4	34	NA	388.553.437	0.1362162	1.380.458.067	2.506			
641	syn_10	269	19.5	15.6	34	NA	368.516.943	NA	0.39649923	1.56			
642	syn_10	270	16	16.1	34	NA	192.760.767	NA	0.64420558	1.417			
643	syn_10	271	23.5	16.1	34	NA	308.472.192	0.06192189	0.2512548	1.629			
644	syn_10	272	23.4	15.8	NA	0.64088392	314.520.666	0.08225597	0.20502392	0.859			
